Ch;Frequency;Dup;Offset;TS;Mode;Name;SKIP;TONE;Repeater Tone;TSQL Frequency;DTCS Code;DTCS Polarity;DV SQL;DV CSQL Code;Your Call Sign;RPT1 Call Sign;RPT2 Call Sign
0;425,900000;OFF;7,600000;25kHz;FM;Carabinieri 2;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;426,300000;OFF;7,600000;25kHz;FM;Carabinieri 3;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;426,375000;OFF;7,600000;25kHz;FM;Carabinieri 4;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;425,875000;OFF;7,600000;25kHz;FM;Carabinieri 5;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;426,350000;OFF;7,600000;25kHz;FM;Carabinieri 6;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;425,900000;OFF;7,600000;25kHz;FM;Carabinieri 7;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;430,450000;DUP+;5,000000;25kHz;DV;IR3UG BG;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;IR3UG  B;IR3UG  G
0;430,450000;DUP+;5,000000;25kHz;DV;IR3UG BB;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;IR3UG  B;IR3UG  B
0;144,862500;DUP+;1,000000;25kHz;DV;IR3UG CG;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;IR3UG  C;IR3UG  G
0;144,862500;DUP+;1,000000;25kHz;DV;IR3UG CC;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;IR3UG  C;IR3UG  C
0;145,562500;DUP-;0,600000;25kHz;DV;IR4MO CG;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;IR4MO  C;IR4MO  G
0;145,562500;DUP-;0,600000;25kHz;DV;IR4MO CC;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;IR4MO  C;IR4MO  C
0;437,887500;DUP-;7,000000;25kHz;DV;IQ2MM  BB;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;IQ2MM  B;IQ2MM  B
0;439,962500;DUP-;9,400000;6,25kHz;DV;F1ZFG BG;OFF;OFF;110,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;F1ZFG  B;F1ZFG  G
0;439,350000;DUP-;7,600000;25kHz;DV;F1ZDI BG;OFF;TONE;94,8Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;F1ZDI  B;F1ZDI  G
0;;;;;;;;;;;;;;;;;
0;144,800000;OFF;0,600000;25kHz;FM;APRS VHF;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;432,500000;OFF;7,600000;25kHz;FM;APRS UHF;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,800000;DUP-;0,600000;25kHz;FM;ISS;OFF;OFF;88,5Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;437,800000;OFF;59,995000;25kHz;FM;ISS Rpt Downlink;OFF;TONE;67,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,990000;OFF;0,600000;25kHz;FM;ISS Rpt Uplink;OFF;TONE;67,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;145,600000;DUP-;0,600000;25kHz;FM;R0-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,612500;DUP-;0,600000;25kHz;FM;R0A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,625000;DUP-;0,600000;25kHz;FM;R1-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,637500;DUP-;0,600000;25kHz;FM;R1A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,650000;DUP-;0,600000;25kHz;FM;R2-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,662500;DUP-;0,600000;25kHz;FM;R2A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,675000;DUP-;0,600000;25kHz;FM;R3-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,687500;DUP-;0,600000;25kHz;FM;R3A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,700000;DUP-;0,600000;25kHz;FM;R4-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,712500;DUP-;0,600000;25kHz;FM;R4A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,725000;DUP-;0,600000;25kHz;FM;R5-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,737500;DUP-;0,600000;25kHz;FM;R5A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,750000;DUP-;0,600000;25kHz;FM;R6-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,762500;DUP-;0,600000;25kHz;FM;R6A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,775000;DUP-;0,600000;25kHz;FM;R7-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,787500;DUP-;0,600000;25kHz;FM;R8-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;145,600000;DUP-;0,600000;25kHz;FM;R0-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,612500;DUP-;0,600000;25kHz;FM;R0A-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,625000;DUP-;0,600000;25kHz;FM;R1-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,637500;DUP-;0,600000;25kHz;FM;R1A-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,650000;DUP-;0,600000;25kHz;FM;R2-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,662500;DUP-;0,600000;25kHz;FM;R2A-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,675000;DUP-;0,600000;25kHz;FM;R3-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,687500;DUP-;0,600000;25kHz;FM;R3A-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,700000;DUP-;0,600000;25kHz;FM;R4-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,712500;DUP-;0,600000;25kHz;FM;R4A-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,725000;DUP-;0,600000;25kHz;FM;R5-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,737500;DUP-;0,600000;25kHz;FM;R5A-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,750000;DUP-;0,600000;25kHz;FM;R6-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,762500;DUP-;0,600000;25kHz;FM;R6A-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,775000;DUP-;0,600000;25kHz;FM;R7-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;145,787500;DUP-;0,600000;25kHz;FM;R8-VEN;OFF;TONE;77,0Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;430,012500;OFF;7,600000;25kHz;FM;RU00A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,025000;OFF;7,600000;25kHz;FM;RU00-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,037500;OFF;7,600000;25kHz;FM;RU01A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,050000;OFF;7,600000;25kHz;FM;RU02-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,062500;OFF;7,600000;25kHz;FM;RU02A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,075000;OFF;7,600000;25kHz;FM;RU03-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,087500;OFF;7,600000;25kHz;FM;RU03A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,100000;OFF;7,600000;25kHz;FM;RU04-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,112500;OFF;7,600000;25kHz;FM;RU04A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,125000;OFF;7,600000;25kHz;FM;RU05-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,137500;OFF;7,600000;25kHz;FM;RU05A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,150000;OFF;7,600000;25kHz;FM;RU06-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,162500;OFF;7,600000;25kHz;FM;RU06A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,175000;OFF;7,600000;25kHz;FM;RU07-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,187500;OFF;7,600000;25kHz;FM;RU07A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,200000;OFF;7,600000;25kHz;FM;RU08-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,212500;OFF;7,600000;25kHz;FM;RU08A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,225000;OFF;7,600000;25kHz;FM;RU09-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,237500;OFF;7,600000;25kHz;FM;RU09A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,250000;OFF;7,600000;25kHz;FM;RU10-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,262500;OFF;7,600000;25kHz;FM;RU10A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,275000;OFF;7,600000;25kHz;FM;RU11-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,287500;OFF;7,600000;25kHz;FM;RU11A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,300000;OFF;7,600000;25kHz;FM;RU12-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,312500;OFF;7,600000;25kHz;FM;RU12A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,325000;OFF;7,600000;25kHz;FM;RU13-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,337500;OFF;7,600000;25kHz;FM;RU13A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,350000;OFF;7,600000;25kHz;FM;RU14-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,362500;OFF;7,600000;25kHz;FM;RU14A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;430,375000;OFF;7,600000;25kHz;FM;RU15-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,225000;OFF;7,600000;25kHz;FM;RU16-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,237500;OFF;7,600000;25kHz;FM;RU16A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,250000;OFF;7,600000;25kHz;FM;RU17-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,262500;OFF;7,600000;25kHz;FM;RU17A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,275000;OFF;7,600000;25kHz;FM;RU18-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,287500;OFF;7,600000;25kHz;FM;RU18A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,300000;OFF;7,600000;25kHz;FM;RU19-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,312500;OFF;7,600000;25kHz;FM;RU19A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,325000;OFF;7,600000;25kHz;FM;RU20-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,337500;OFF;7,600000;25kHz;FM;RU20A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,350000;OFF;7,600000;25kHz;FM;RU21-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,362500;OFF;7,600000;25kHz;FM;RU21A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,375000;OFF;7,600000;25kHz;FM;RU22-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,400000;OFF;7,600000;25kHz;FM;RU23-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,412500;OFF;7,600000;25kHz;FM;RU23A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,425000;OFF;7,600000;25kHz;FM;RU24-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,437500;OFF;7,600000;25kHz;FM;RU24A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,450000;OFF;7,600000;25kHz;FM;RU25-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,462500;OFF;7,600000;25kHz;FM;RU25A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,475000;OFF;7,600000;25kHz;FM;RU26-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,487500;OFF;7,600000;25kHz;FM;RU26A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,500000;OFF;7,600000;25kHz;FM;RU27-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,512500;OFF;7,600000;25kHz;FM;RU27A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,525000;OFF;7,600000;25kHz;FM;RU28-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,537500;OFF;7,600000;25kHz;FM;RU28A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,550000;OFF;7,600000;25kHz;FM;RU29-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,562500;OFF;7,600000;25kHz;FM;RU29A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,575000;OFF;7,600000;25kHz;FM;RU30-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,587500;OFF;7,600000;25kHz;FM;RU30A-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;431,600000;OFF;7,600000;25kHz;FM;RU31-LOM;OFF;TONE;71,9Hz;88,5Hz;023;BOTH N;OFF;0;CQCQCQ;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;;
